model,year,kilometers,engine,price,description
Toyota Matrix,2009,194,Gasolina,6700,Color : Rojo Todo en regla.aire . pantalla camara retroceso cero fugas no gasta agua no gasta aceite detalles de pintura
Hyundai Elantra,2001,0,Gasolina,3800,Precio negociable: si Color : Verde DESCRIPCIÓN CALIFICACIONES SEGURIDAD Vendo vehiculo hyundai elantra 2001 Aire acondicionado al 100 Detalles minimos de pintura Se muestra solo fin de semana en gasolinera puma garita y uno 5 de noviembre Porfavor solo personas interesadas.
Toyota Tercel,1996,46000,Gasolina,3700,"Financiamiento: no Precio negociable: si Color : Ocre DESCRIPCIÓN CALIFICACIONES SEGURIDAD Toyota Tercel año 1996 -2 puertas -4 velocidades -Motor 1.5 -Conserva sus piezas originales -A/C funcionando -Batería y llantas delanteras nuevas -Mantenimiento de motor reciente -Suspensión delantera totalmente nueva -Detalles mínimos, principalmente de pintura del techo y baúl Más info WhatsApp (mensajes)"
Honda Civic,2010,245231,Gasolina,6200,"Precio negociable: si Color : Gris DESCRIPCIÓN CALIFICACIONES SEGURIDAD Vendo Civic 2010, con A/C, vidrios polarizados ultra cerámico con protección UV, cierre central, vidrios eléctricos, espejos electrónicos, versión full extras, reproductor de radio y cd de fábrica, con manuales originales de fábrica."
Nissan Sentra,2016,57500,Gasolina,8700,"Precio negociable: si Color : Rojo DESCRIPCIÓN CALIFICACIONES SEGURIDAD Trasmision automático Encendido de botón Lleve de proximidad 57,500 millas Conexión Bluetooth y USB Rines especiales Cierre central Halogenos Motor 1.8 Sistema ECO Aire acondicionado al 100 Asientos de cuero Precio negociable"
Kia Forte,2017,75000,Gasolina,9200,"Color : Café DESCRIPCIÓN CALIFICACIONES SEGURIDAD Oportunidad Vendo KIA Forte 2017, bolsas buenas, en excelente estado, Motor eficiente y económico despreocúpese del aumento de la gasolina, transmisión tipo ATF aceite barato y olvídese de los problemas de las cajas CVT. ¿Por qué el precio ? -Bolsas de aire buenas, importado con frente limpio, golpe leve trasero. -4 Llantas firestone NUEVAS y con garantía vigente -Bateria Récord nueva con garantia vigente. -4 pastillas japonesas Kashima de cerámica nuevas + Rectificado de discos. Mantenimiento al día: -Bujias iridium nuevas -cambio de aceite de motor y filtro Castrol sintetico 5w30. -Cambio de aceite de caja, aceite original KIA ATF. -Filtros de aire motor y de cabina AC nuevos -Sistema AC helando 100% con limpieza y recarga gas por mantenimiento. -Limpieza profunda de asientos e interiores. -Alfombras nuevas KIA originales -Cambio de Cricos reciente -Polarizado de nanoceramica (reduce temperatura interior) El KIA fue importado con ligero golpe, muy leve, ver fotos: Run and Drive, certificado Salvage. Ha sido utilizado como vehiculo de uso familiar. Nunca usado en Uber. Aproveche la oportunidad de tener un vehiculo libre de mantenimiento y en excelentes condiciones a un un precio razonable a sus condiciones, solo de subirse $9,200 negociable. No ofertas absurdas, si busca súper barato estará comprando carros con golpes fuertes que traerán muchos problemas de tiempo, gastos, dolores de cabeza en el futuro (volcados, inundados, o con fuerte golpe al frente) No hay gangas en el mundo de los carros importados, la ganga es encontrar uno con poco golpe y a precio razonable asegurando larga vida del vehículo… Llamadas y WhatsApp"
Kia RIO,2017,106000,Gasolina,7600,"Color : Negro DESCRIPCIÓN CALIFICACIONES SEGURIDAD KIA RIO SEDÁN 2017 AUTOMÁTICO Motor 1.6, Súper económico y funcionando al 100% Caja automática secuencial nítida A/C helando chulada Suspensión, dirección y frenos al 100% Vidrios y espejos eléctricos Sistema eco Audio con Bluetooth y mando al Timón Ya polarizado Interior súper cuidado. Alfombras completas Precio 7600 poco negociable!!"
Chevrolet Cruze Limited,2018,25000,Gasolina,8475,"Color : Negro Año 2018 Chevrolet Cruze LT (Paquete Luxory Touring) sólo 25,000 millas. Cero códigos. Full extras. Motor 1.4 con Turbo. Super económico. Solo Venta. Se muestra en Antiguo Cuscatlan. Freddy Negociable!"
Honda Civic,2015,99000,Gasolina,9500,"Garantía: Como es visto no hay garantía Precio negociable: si Color : Negro perla DESCRIPCIÓN CALIFICACIONES SEGURIDAD Precioso sedan Honda civic 2015 Motor 1.8 súper económico Caja automática 99,000 millas reales Bolsas todas buenas excepto la del conductor! Cero detalles, sin códigos de error, suspensión y dirección alineada sin ruidos, sometible a toda prueba mecánica y con scanner"
Toyota Echo,2003,210000,Gasolina,4500,"Precio negociable: si Color : Color Gris DESCRIPCIÓN CALIFICACIONES SEGURIDAD Vendo Vehículo marca Toyota Echo, año 2003, automático, no sabe fallar, económico, Radio y parlantes original funcionando bien, cambio de aceite al día y mtto. Detalles de pintura. Poco Negociable."
Mazda 6,2014,80538,Gasolina,7500,"Precio negociable: si Color : Negro DESCRIPCIÓN CALIFICACIONES SEGURIDAD Venta de mazda 6 tipo sedan en excelentes condiciones, full extra, aire acondicionado, vidrio electrico, con power, trae llanta de respuesto para emergencia, negociable."
Chevrolet Sonic,2013,0,Gasolina,5100,Color : Gris oscuro DESCRIPCIÓN ARTÍCULOS CALIFICACIONES SEGURIDAD Chevrolet sonic 2013 Standar
Nissan Sentra,2017,122,Gasolina,6100,"Color : Azul DESCRIPCIÓN CALIFICACIONES SEGURIDAD Bonito y elegante Nissan Sentra 2017 Modelo SV, 4 puertas, 5 pasajeros, motor 1.8 L L4 DOHC 16 válvulas, automático (transmisión variable con modo secuencial), golpe al frente, todas sus bolsas de aire con excepción de la del conductor, color azul y con detalles de cromo en las puertas. Comprado en Florida, de camino, Reserva $1,900. Sólo interesados . Precio incluye todo."
Mazda 6,2006,60000,Gasolina,2990,"Garantía: Como es visto no hay garantía Financiamiento: no Precio negociable: no Color : GRIS DESCRIPCIÓN CALIFICACIONES SEGURIDAD Vendo Mazda 6, para conocedores y amantes del modelo. Tiene detalles como todo carro de su año. Puntos a favor, recientemente se le cambio: 1 Motor (Cambio aún no realizado, por lo cual entrego póliza y factura). 2 Manifull de motor 3 Válvula de aire del colector 4 Radiador 5 Motor de arranque 6 Tijera delantera superior derecha 7 Bomba de gasolina 8 Batería, con garantía de 24 meses. 12 meses 100% de cobertura. Fascinante poder de desplazamiento y potencia. Caja secuencial ideal para conducción placentera/relajada ó para movilizarse con rapidez y en modo experto. Precio ya lleva considerado detalles: 1. Falta cambio de motor en tarjeta 2. Aire a condicionado a revisar 3. Suspencion cambio de bushing 4. Instalar termostato TRAIGA A SU MECANICO PARA QUE SE LO VEA *Interesados puedo mostrarlo en Centro Comercial de Ciudad Marsella ó a ponernos de acuerdo. WhatsApp"
Honda Civic,2018,85000,Gasolina,12500,"Color : Azul Tel y whatsapp - Honda Civic Full Extras (EX) - 2018 - Cuatro puertas - Color Azul perlado - Camara de retroceso - Camara lateral de punto ciego - Pantalla multimedia Honda Original de Fabrica - Aire acondicionado en perfecto estado - Android Auto - Apple Play Car - 4 Puertas - Pantalla central para vision de camara de retroceso y lateral - Camara trasera con tres diferentes enfoques para mejorar - Sunroof con tres diferentes tipos de aperturas - Espejos electronicos en todas las puertas con mando central en el piloto - Mando central con alarma - Posibilidad de programar encendido automatico con control - Modulo central en asientos traseros para bebidas (Se puede ocultar) - Modulos traseros super comodos y espaciosos para personas con chofer - Boton de apertura de contenedor de baggage en control y en el conductor - Rines especiales - Mandos centrales en el volante - Funciones inteligentes en volante (Blueetoh, volumen, canciones, selector de dispositivos mobiles, radio, navegacion) - Funcion de crucero en volante con selector de velocidad (frenado, bajar velocidad, subir velocidad, stop, acelerar y frenar) - Automatico - Modo eco (boton cerca de palanca de velocidades) 2RPM como promedio - Modo SPORT (Cuidado! SUPER POTENTE) 4RPM como minimo - Modo L para subidas o momentos de atasco - Sistema automatico de destrampe, solo se necesita acelerar suave hasta que el sistema detecte que llanta no tiene contacto con el suelo y distribuye la fuerza a la que tiene contacto con el suelo - Sistema BRAKE HOLD para trafico, mantiene el freno en trafico y se desactiva al acelerar (no se necesita mantener el freno con el pie y funciona en cuestas) - Sonido premiun de fabrica con bajos increibles, controlados desde la pantalla central en ajustes - Luces led Honda - Freno de mano central de facil accion -Boton de apagado y encendido remoto no necesita llave - Motor 2.0 super economico, rapido y potente en cuestas - Sistema de frenos inteligente ABS - Polarizado especial en todas las cuatro ventanas laterales Tel y whatsapp"
Honda Civic,2015,61065,Gasolina,14500,"Precio negociable: si Color : Gris DESCRIPCIÓN CALIFICACIONES SEGURIDAD De agencia, mantenimiento en agencia, no chocado, un solo dueño."
Nissan Sentra,2015,72000,Gasolina,6850,"Color : NEGRO DESCRIPCIÓN CALIFICACIONES SEGURIDAD Vendo Nissan Sentra, Millaje 72000 Aire acondicionado ,Bluetooth, Aux de Usb, cámara de retroceso de fabrica Motor 1.8 con modo eco y modo sport Cómodo en perfecto estado Se muestra en Gasolinera Puma de la 49av antes de metro previa coordinación, $7,200 negociables"
Ford Fiesta,2017,125367,Gasolina,6000,"Precio negociable: si Color : Negro DESCRIPCIÓN ARTÍCULOS CALIFICACIONES SEGURIDAD Se vende Ford Fiesta S 2017 motor 1.6 económico, 77,900 millas reales, se proporciona VIN para revisar, motor trabajando perfecto, precio negociable."
Nissan Versa,2019,40205,Gasolina,7800,"Disponible con traspaso directo, crédito fiscal disponible"
Toyota Corolla,1996,0,Gasolina,5500,"Precio negociable: si Color : Amarillo DESCRIPCIÓN CALIFICACIONES SEGURIDAD Vendo vehículo con placas de alquiler. Marca: Toyota Modelo: Corolla Año: 96 Vidrios eléctricos $5,500 negociables."
Kia Forte,2012,139000,Gasolina,6300,"Garantía: Como es visto no hay garantía Financiamiento: no Precio negociable: si Color : negro DESCRIPCIÓN CALIFICACIONES SEGURIDAD VENDO KIA FORTE 2012 Sedan 4 puertas Motor 2.0 DOHC sistema ECO Sistema de aire al 100% Automático 137,000 Millas Tapicería nítida Suspensión nítida Mantenimientos al dia Pintura nítida, cero golpes Precio $6,300 negociables mas informacion al Y 7 2 4 4 O 4 O 8"
Kia Rio,2018,70929,Gasolina,9000,Se vende bonito Kia Rio EX 2018 - A/C funcionando - Cero check - Cero fallas - Rines especiales - Pantalla touch con apple car - A toda prueba * Precio negociables *
Hyundai Accent,2005,1000,Gasolina,2650,Precio negociable: si Color : Azul DESCRIPCIÓN CALIFICACIONES SEGURIDAD vendo lindo hyundai acent 2005 estandar trapaso directo de agencia
Nissan Sentra,2018,74741,Gasolina,7500,"Color : Azul NISAN SENTRA 2018 full extras cámara tracera motor 1800, 74741 millas sin detalles... $7500 negociable."
Nissan Sentra,2016,47000,Gasolina,8300,"Precio negociable: si DESCRIPCIÓN CALIFICACIONES SEGURIDAD Sistema de Frenos ABS, sistema de alarma de fabrica y alarma adicional Cierre central 4 puertas, 5 asientos 47mil millas 3 modos de manejo Llantas nuevas rines de fabrica Tapicería buenas condiciones 4 llantas buenas casi nuevas Tres forma de manejo: Sistema Eco. sport .normal 4 cilindros motor 1.8 cc"
Ford Focus,2013,141000,Gasolina,5000,"Precio negociable: si Color : Negro DESCRIPCIÓN ARTÍCULOS CALIFICACIONES SEGURIDAD Motor de 2.0. 4 Puertas, 5 Pasajeros. Sunroof. Transmisión Manual. Recién afinado. Tapicería en buen estado. Vidrios/retrovisores eléctricos. Precio negociable. 141,000 Mi. Rines especiales."
Volkswagen Jetta GLI,2014,78000,Gasolina,9000,Garantía: Como es visto no hay garantía Financiamiento: no Precio negociable: si Color : Gris plateado DESCRIPCIÓN CALIFICACIONES SEGURIDAD Motor 2.0 Turbo GLI Asientos de cuero Rin 17 Especial Rooftop automático Sonido Fender Silvines especiales Poco millaje: 48 Mil Millas o 78 Mil Km
Kia E,2000,0,Gasolina,2500,"Financiamiento: si Precio negociable: si Color : Verde Vendo Kia pride pop año 2000 Vehículo ágil y económico en combustible. Con parrilla Rines especiales Alogenos Llanta de repuesto Cd player Traspado directo Muy buen estado Precio: $2,500 Con facilidades de pago en cuotas con tarjetas de credito del banco agricola Contactame"
Nissan Versa,2009,128447,Gasolina,4500,Precio negociable: si DESCRIPCIÓN CALIFICACIONES SEGURIDAD Vendo Nissan Versa 2009 automático por motivo de viaje. Posse algunos detalles estéticos. Precio Negociable
Hyundai Elantra,2018,78000,Gasolina,9900,"Precio negociable: si Color : AZUL $9,900.00 poco negociable, se acepta vehículo a cuenta! Pantalla con cámara de fábrica, rines especiales, mandos la timón, todos sus sensores, a toda prueba! Tiene 78,000 millas. Traspaso directo! Mayor información llamar"
Jeep Renegade,2019,31000,Gasolina,11500,Precio negociable: si Color : Naranjado
Hyundai Elantra,2016,180000,Gasolina,7800,Color : Gris DESCRIPCIÓN CALIFICACIONES SEGURIDAD QUE LAS AVENTURAS NUNCA FALTEN HYUNDAI ELANTRA 2016 - Motor 1.8 - 4 cil. súper economico - Automático - Paquete electrico - CD player con conexión a Aux. - Amplio baúl - Mandos en el timon - Cruise control - A/C 100% - Eco
